freshness_score,weight,price,fruit_name_Banana,fruit_name_Grapes,fruit_name_Mango,fruit_name_Orange,season_Spring,season_Summer,season_Winter,origin_Local
4.0,0.33,2.58,False,False,False,False,False,False,True,False
6.0,0.203,1.95,False,False,False,True,True,False,False,False
5.0,0.153,1.64,False,False,False,False,False,True,False,True
6.0,0.516,5.15,False,False,True,False,True,False,False,False
10.0,0.235,3.32,False,False,False,False,False,True,False,False
7.0,0.33,2.09,False,False,False,False,True,False,False,True
4.0,0.154,2.09,False,False,False,False,True,False,False,False
5.0,0.115,4.09,False,True,False,False,False,False,False,True
3.0,0.174,2.38,False,False,False,False,False,False,False,True
4.0,0.189,2.25,False,False,False,True,False,False,False,True
4.0,0.489,3.05,False,False,True,False,False,True,False,True
3.0,0.458,3.74,False,False,True,False,False,False,False,True
10.0,0.294,3.67,False,False,False,False,True,False,False,False
5.0,0.081,3.7,False,True,False,False,True,False,False,True
5.0,0.095,3.04,False,True,False,False,False,False,True,True
7.0,0.251,2.37,False,False,False,True,False,False,True,False
6.0,0.346,2.15,False,False,False,False,False,False,False,False
4.0,0.352,3.1,False,False,True,False,False,True,False,True
9.0,0.079,5.53,False,True,False,False,False,False,False,True
6.0,0.202,2.98,False,False,False,False,False,False,False,False
4.0,0.106,3.5,False,True,False,False,False,False,False,True
2.0,0.075,2.38,False,True,False,False,False,False,False,True
6.0,0.57,2.97,False,False,True,False,True,False,False,True
2.0,0.14,0.75,True,False,False,False,False,True,False,True
5.0,0.2175,1.83,False,False,False,True,True,False,False,True
6.0,0.176,2.43,False,False,False,True,False,True,False,False
4.0,0.48,3.73,False,False,True,False,False,False,True,True
3.0,0.141,3.86,False,True,False,False,False,False,False,True
7.0,0.159,1.64,False,False,False,False,True,False,False,True
2.0,0.147,2.65,False,True,False,False,False,True,False,True
6.0,0.409,3.19,False,False,True,False,False,False,True,True
4.0,0.386,1.78,False,False,False,True,False,False,True,True
6.0,0.118,2.47,False,True,False,False,False,False,False,False
6.0,0.225,2.36,False,False,False,True,False,True,False,True
4.0,0.163,1.96,False,False,False,False,True,False,False,False
4.0,0.226,2.31,False,False,False,True,False,False,False,True
9.0,0.173,1.84,False,False,False,True,True,False,False,True
7.0,0.122,1.58,True,False,False,False,False,False,True,True
3.0,0.116,1.12,True,False,False,False,True,False,False,True
3.0,0.163,1.36,True,False,False,False,True,False,False,True
6.0,0.349,1.14,False,False,False,True,False,False,False,True
6.0,0.299,4.95,False,False,True,False,True,False,False,False
4.0,0.183,2.28,False,False,False,True,False,False,False,True
9.0,0.475,3.51,False,False,True,False,False,False,True,False
4.0,0.319,2.66,False,False,True,False,False,False,False,True
9.0,0.115,1.35,True,False,False,False,False,False,False,False
4.0,0.067,4.2,False,True,False,False,False,True,False,True
2.0,0.332,2.32,False,False,False,False,True,False,False,False
2.0,0.223,1.06,True,False,False,False,False,False,True,True
5.0,0.153,0.9,True,False,False,False,False,False,False,True
4.0,0.116,2.14,False,True,False,False,False,False,True,False
7.0,0.244,3.17,False,False,False,False,False,True,False,False
5.0,0.319,1.13,False,False,False,True,True,False,False,True
6.0,0.321,2.21,False,False,False,True,False,False,False,False
10.0,0.194,1.66,True,False,False,False,True,False,False,True
4.0,0.2175,2.38,False,False,False,False,False,True,False,False
2.0,0.106,1.27,True,False,False,False,False,True,False,False
10.0,0.409,3.1,False,False,True,False,False,False,True,True
9.0,0.2175,1.51,True,False,False,False,False,False,False,False
10.0,0.2175,2.38,True,False,False,False,False,False,True,False
7.0,0.358,2.23,False,False,False,True,False,True,False,True
4.0,0.398,1.55,False,False,False,True,True,False,False,False
3.0,0.191,1.59,False,False,False,True,False,False,True,True
6.0,0.492,4.6,False,False,True,False,False,False,True,True
6.0,0.319,1.18,False,False,False,True,True,False,False,True
9.0,0.345,2.93,False,False,False,False,False,False,True,True
5.0,0.2175,2.76,False,True,False,False,True,False,False,True
3.0,0.278,2.58,False,False,False,False,False,False,False,False
5.0,0.176,1.74,False,False,False,False,True,False,False,True
2.0,0.35,1.85,False,False,False,True,False,False,False,True
4.0,0.061,2.48,False,True,False,False,True,False,False,False
10.0,0.128,3.88,False,True,False,False,False,True,False,False
2.0,0.141,2.62,False,True,False,False,False,True,False,False
2.0,0.384,3.98,False,False,True,False,False,False,False,True
8.0,0.308,1.52,False,False,False,True,False,False,False,True
1.0,0.093,3.7,False,True,False,False,False,True,False,True
7.0,0.403,5.51,False,False,True,False,False,False,False,False
5.0,0.147,0.94,True,False,False,False,True,False,False,True
8.0,0.214,1.47,True,False,False,False,True,False,False,True
1.0,0.578,2.39,False,False,True,False,False,True,False,True
7.0,0.579,2.38,False,False,True,False,False,False,True,False
5.0,0.194,2.07,False,False,False,True,True,False,False,True
4.0,0.369,1.93,False,False,False,True,False,False,False,True
7.0,0.211,1.31,True,False,False,False,False,False,True,True
6.0,0.075,3.42,False,True,False,False,False,False,True,False
6.0,0.11,1.07,True,False,False,False,True,False,False,False
6.0,0.077,1.99,False,True,False,False,True,False,False,True
6.0,0.141,3.34,False,True,False,False,False,False,True,True
1.0,0.308,1.55,False,False,False,True,False,False,True,True
5.0,0.286,2.82,False,False,False,False,False,True,False,False
10.0,0.179,2.15,False,False,False,False,False,False,False,True
7.0,0.502,2.38,False,False,True,False,False,True,False,True
2.0,0.157,1.37,False,False,False,True,True,False,False,True
10.0,0.088,2.37,False,True,False,False,False,True,False,True
8.0,0.264,2.41,False,False,False,False,False,True,False,False
4.0,0.065,4.28,False,True,False,False,False,True,False,False
3.0,0.309,2.68,False,False,False,False,False,True,False,True
10.0,0.174,2.38,False,False,False,False,False,False,False,True
8.0,0.27,2.62,False,False,False,False,False,False,False,False
2.0,0.251,1.05,False,False,False,True,False,False,True,False
3.0,0.189,1.33,True,False,False,False,True,False,False,True
3.0,0.061,2.1,False,True,False,False,False,True,False,False
10.0,0.154,3.06,False,False,False,True,False,False,True,False
1.0,0.377,1.53,False,False,False,True,False,False,True,True
6.0,0.217,1.71,False,False,False,True,False,False,True,False
2.0,0.355,2.39,False,False,False,True,False,False,False,False
1.0,0.4,0.91,False,False,False,True,False,True,False,True
2.0,0.2175,3.6,False,False,True,False,False,True,False,True
6.0,0.077,3.82,False,True,False,False,True,False,False,False
4.0,0.316,2.38,False,False,False,True,False,True,False,True
6.0,0.2175,3.48,False,True,False,False,False,True,False,False
9.0,0.571,4.63,False,False,True,False,False,False,True,True
10.0,0.426,5.46,False,False,True,False,True,False,False,False
10.0,0.13,2.3,False,True,False,False,False,True,False,True
8.0,0.151,3.48,False,False,False,False,False,False,False,False
1.0,0.247,0.89,True,False,False,False,False,True,False,False
8.0,0.342,2.22,False,False,False,False,False,False,True,False
9.0,0.158,2.12,False,False,False,False,False,False,False,True
6.0,0.189,1.6,False,False,False,False,False,False,True,True
10.0,0.175,1.5,False,False,False,True,False,True,False,False
5.0,0.345,5.46,False,False,True,False,False,False,False,False
6.0,0.308,2.03,False,False,False,False,True,False,False,True
6.0,0.382,2.87,False,False,True,False,True,False,False,True
9.0,0.059,2.54,False,True,False,False,False,False,False,True
6.0,0.151,1.26,True,False,False,False,False,False,False,True
6.0,0.148,3.76,False,True,False,False,False,False,True,True
9.0,0.113,2.96,False,True,False,False,False,False,False,True
2.0,0.254,1.03,False,False,False,True,False,False,False,False
10.0,0.125,1.1,True,False,False,False,False,True,False,True
9.0,0.149,2.64,False,True,False,False,False,False,True,False
2.0,0.132,2.06,False,True,False,False,False,False,False,True
8.0,0.142,1.2,True,False,False,False,False,False,False,True
9.0,0.111,1.18,True,False,False,False,False,True,False,False
10.0,0.056,4.16,False,True,False,False,False,False,False,True
9.0,0.118,1.09,True,False,False,False,False,False,False,True
10.0,0.108,5.5,False,True,False,False,True,False,False,False
9.0,0.143,5.25,False,True,False,False,True,False,False,False
2.0,0.274,1.85,False,False,False,True,False,True,False,False
4.0,0.314,2.17,False,False,False,False,False,False,True,False
7.0,0.095,3.13,False,True,False,False,True,False,False,True
2.0,0.498,3.53,False,False,True,False,False,False,True,False
1.0,0.288,2.28,False,False,False,False,False,False,False,True
3.0,0.16,2.05,False,False,False,False,True,False,False,True
4.0,0.203,2.7,False,False,False,False,False,True,False,True
8.0,0.309,2.63,False,False,False,True,False,False,False,True
6.0,0.057,3.22,False,True,False,False,False,True,False,False
6.0,0.24,2.38,False,False,False,True,True,False,False,False
9.0,0.103,2.51,False,True,False,False,False,False,True,True
2.0,0.399,1.18,False,False,False,True,False,False,False,True
5.0,0.269,1.62,False,False,False,True,False,False,True,True
4.0,0.536,2.38,False,False,True,False,False,False,True,True
7.0,0.258,2.7,False,False,False,True,False,False,False,False
8.0,0.219,0.99,True,False,False,False,False,False,False,True
5.0,0.2175,4.0,False,False,True,False,True,False,False,False
10.0,0.372,2.19,False,False,False,True,True,False,False,True
5.0,0.215,2.38,False,False,False,False,True,False,False,True
2.0,0.191,0.97,True,False,False,False,True,False,False,True
6.0,0.195,1.54,True,False,False,False,True,False,False,True
2.0,0.163,1.2,True,False,False,False,False,False,False,False
10.0,0.301,4.55,False,False,True,False,False,False,True,True
6.0,0.173,1.25,False,False,False,True,True,False,False,False
8.0,0.154,1.85,False,False,False,True,True,False,False,True
6.0,0.321,2.81,False,False,False,False,False,False,True,True
4.0,0.174,2.58,False,False,False,False,True,False,False,False
4.0,0.132,1.48,True,False,False,False,False,False,True,False
6.0,0.289,2.31,False,False,False,False,False,False,True,True
4.0,0.362,2.71,False,False,True,False,False,False,False,True
8.0,0.277,1.22,False,False,False,True,False,True,False,False
9.0,0.124,1.13,True,False,False,False,False,False,False,True
1.0,0.341,2.24,False,False,False,False,False,True,False,True
4.0,0.2175,4.78,False,False,True,False,False,True,False,False
4.0,0.552,3.14,False,False,True,False,False,True,False,True
2.0,0.214,2.25,False,False,False,False,True,False,False,False
6.0,0.341,1.68,False,False,False,True,False,False,False,True
3.0,0.2175,2.19,False,False,False,False,False,True,False,False
7.0,0.101,1.02,True,False,False,False,False,False,True,True
5.0,0.125,1.88,False,False,False,False,True,False,False,False
4.0,0.455,3.19,False,False,True,False,False,False,False,False
6.0,0.225,1.74,False,False,False,False,False,True,False,False
8.0,0.28,2.38,False,False,False,True,False,False,True,False
3.0,0.051,1.9,False,True,False,False,False,False,False,True
7.0,0.217,2.59,False,False,False,False,False,False,False,True
6.0,0.33,1.67,False,False,False,True,True,False,False,False
6.0,0.2175,2.16,False,False,False,True,False,False,False,True
6.0,0.506,2.38,False,False,True,False,True,False,False,True
7.0,0.208,1.61,False,False,False,True,False,True,False,True
1.0,0.353,1.35,False,False,False,True,True,False,False,True
9.0,0.297,1.13,False,False,False,True,False,False,True,True
6.0,0.203,2.56,False,False,False,True,True,False,False,False
2.0,0.136,0.82,True,False,False,False,False,False,True,False
5.0,0.194,1.6,True,False,False,False,True,False,False,False
4.0,0.54,5.05,False,False,True,False,False,False,False,False
7.0,0.216,2.44,False,False,False,False,False,True,False,True
8.0,0.215,1.98,False,False,False,True,False,False,True,True
1.0,0.2175,2.4,False,False,False,False,True,False,False,False
5.0,0.274,2.08,False,False,False,False,True,False,False,True
3.0,0.407,3.87,False,False,True,False,True,False,False,True
1.0,0.272,1.03,False,False,False,True,False,False,False,False
3.0,0.201,1.02,False,False,False,True,False,False,False,True
6.0,0.113,3.56,False,True,False,False,False,False,True,False
6.0,0.203,2.71,False,False,False,False,False,False,True,False
8.0,0.349,3.09,False,False,False,False,False,False,False,True
4.0,0.2175,0.85,True,False,False,False,False,False,True,True
3.0,0.099,4.19,False,True,False,False,False,False,False,False
5.0,0.185,1.04,True,False,False,False,False,True,False,False
9.0,0.238,1.2,True,False,False,False,False,False,False,True
6.0,0.22,1.16,True,False,False,False,False,False,True,False
9.0,0.408,4.31,False,False,True,False,True,False,False,False
6.0,0.502,3.26,False,False,True,False,False,True,False,False
2.0,0.188,1.05,True,False,False,False,False,False,False,True
5.0,0.099,4.4,False,True,False,False,False,False,True,False
9.0,0.164,2.42,False,False,False,False,False,False,False,True
8.0,0.096,3.87,False,True,False,False,True,False,False,False
6.0,0.211,2.41,False,False,False,True,False,True,False,True
1.0,0.57,2.38,False,False,True,False,False,False,False,False
4.0,0.197,2.17,False,False,False,False,False,False,False,True
7.0,0.339,2.0,False,False,False,False,False,False,False,True
6.0,0.2175,2.38,False,False,False,True,True,False,False,True
6.0,0.2175,2.11,False,False,False,True,False,False,False,False
8.0,0.181,1.14,True,False,False,False,True,False,False,False
6.0,0.295,3.59,False,False,True,False,True,False,False,False
10.0,0.382,5.18,False,False,True,False,True,False,False,True
3.0,0.06,2.18,False,True,False,False,False,True,False,False
4.0,0.193,1.45,True,False,False,False,False,False,False,True
3.0,0.167,0.92,True,False,False,False,False,False,False,False
1.0,0.2175,2.38,True,False,False,False,False,False,False,True
6.0,0.133,1.24,True,False,False,False,False,True,False,True
5.0,0.2175,3.73,False,False,True,False,False,False,True,True
1.0,0.392,4.55,False,False,True,False,False,True,False,False
1.0,0.239,1.05,True,False,False,False,True,False,False,False
2.0,0.121,3.35,False,True,False,False,False,True,False,False
4.0,0.216,1.53,False,False,False,False,True,False,False,True
6.0,0.239,1.55,False,False,False,False,False,False,False,True
8.0,0.058,3.13,False,True,False,False,False,False,True,False
3.0,0.248,2.38,True,False,False,False,False,False,False,False
1.0,0.483,2.71,False,False,True,False,True,False,False,False
3.0,0.2175,1.57,False,False,False,False,True,False,False,True
3.0,0.296,1.52,False,False,False,True,False,False,False,True
5.0,0.177,1.97,False,False,False,True,False,False,True,True
4.0,0.147,3.67,False,True,False,False,False,True,False,True
4.0,0.126,0.9,True,False,False,False,False,False,False,True
9.0,0.269,2.38,False,False,False,False,False,False,False,False
7.0,0.137,1.55,True,False,False,False,False,False,False,True
6.0,0.285,1.83,False,False,False,False,False,False,False,True
6.0,0.128,3.89,False,True,False,False,False,False,True,True
6.0,0.117,4.28,False,True,False,False,False,False,False,True
3.0,0.304,2.03,False,False,False,True,True,False,False,True
6.0,0.234,1.04,True,False,False,False,False,True,False,False
9.0,0.17,2.5,False,False,False,True,False,False,True,True
6.0,0.15,1.38,True,False,False,False,False,True,False,True
4.0,0.212,1.84,False,False,False,True,False,False,True,True
5.0,0.2175,3.68,False,False,True,False,True,False,False,False
6.0,0.386,3.58,False,False,True,False,False,True,False,False
3.0,0.506,2.9,False,False,True,False,False,False,False,False
8.0,0.49,4.11,False,False,True,False,False,False,True,True
4.0,0.169,2.54,False,False,False,False,False,True,False,False
8.0,0.334,3.7,False,False,True,False,False,False,False,True
6.0,0.078,3.67,False,True,False,False,False,True,False,True
10.0,0.091,3.68,False,True,False,False,False,True,False,False
3.0,0.2175,2.31,False,False,False,False,False,True,False,True
10.0,0.2175,5.47,False,False,True,False,False,False,True,True
7.0,0.558,3.08,False,False,True,False,False,False,False,True
9.0,0.588,4.25,False,False,True,False,True,False,False,False
4.0,0.235,1.17,False,False,False,True,False,False,True,True
8.0,0.151,1.35,True,False,False,False,False,False,True,True
3.0,0.152,2.16,False,False,False,True,False,False,True,False
7.0,0.202,1.54,True,False,False,False,True,False,False,True
3.0,0.539,3.01,False,False,True,False,False,False,False,True
7.0,0.301,5.68,False,False,True,False,False,False,False,False
6.0,0.19,1.26,False,False,False,True,False,False,False,True
10.0,0.348,2.19,False,False,False,True,False,True,False,True
6.0,0.192,0.87,True,False,False,False,False,True,False,True
2.0,0.054,3.85,False,True,False,False,False,True,False,True
3.0,0.193,1.1,True,False,False,False,True,False,False,True
6.0,0.227,2.27,False,False,False,True,False,True,False,True
4.0,0.242,2.38,False,False,False,True,True,False,False,False
6.0,0.297,1.95,False,False,False,False,False,False,False,False
1.0,0.353,1.02,False,False,False,True,False,True,False,False
10.0,0.212,3.24,False,False,False,False,False,True,False,True
1.0,0.145,2.45,False,True,False,False,False,False,False,True
3.0,0.161,0.84,True,False,False,False,True,False,False,True
8.0,0.216,1.23,True,False,False,False,False,False,False,True
8.0,0.231,2.61,False,False,False,False,False,False,True,True
4.0,0.235,0.88,True,False,False,False,False,False,True,False
6.0,0.377,2.38,False,False,False,True,False,False,False,False
8.0,0.281,2.81,False,False,True,False,False,False,True,True
7.0,0.335,2.26,False,False,False,False,True,False,False,True
7.0,0.224,1.51,True,False,False,False,True,False,False,True
4.0,0.2175,3.17,False,False,False,False,False,True,False,False
9.0,0.166,2.75,False,False,False,False,False,False,True,True
10.0,0.532,3.34,False,False,True,False,False,True,False,True
6.0,0.2175,2.43,False,False,False,True,False,False,True,True
3.0,0.187,2.35,False,False,False,False,True,False,False,False
5.0,0.243,0.91,True,False,False,False,True,False,False,True
5.0,0.055,4.73,False,True,False,False,False,False,False,False
5.0,0.154,2.9,False,False,False,False,False,False,True,False
8.0,0.244,3.11,False,False,False,False,True,False,False,False
9.0,0.452,5.26,False,False,True,False,False,False,True,False
6.0,0.311,1.6,False,False,False,True,False,True,False,False
6.0,0.052,2.86,False,True,False,False,False,False,True,False
6.0,0.244,1.32,True,False,False,False,False,True,False,True
9.0,0.054,2.86,False,True,False,False,False,False,True,True
4.0,0.121,1.07,True,False,False,False,False,False,False,True
6.0,0.154,2.38,False,False,False,True,True,False,False,False
4.0,0.185,1.31,True,False,False,False,False,True,False,True
1.0,0.576,3.52,False,False,True,False,True,False,False,False
7.0,0.2175,2.38,False,False,True,False,True,False,False,False
10.0,0.538,5.81,False,False,True,False,False,True,False,False
6.0,0.255,4.26,False,False,True,False,False,False,True,True
9.0,0.104,3.17,False,True,False,False,False,False,True,False
6.0,0.265,1.65,False,False,False,True,False,False,False,True
7.0,0.175,1.08,True,False,False,False,False,False,True,True
6.0,0.111,0.8,True,False,False,False,False,False,False,True
9.0,0.49,3.92,False,False,True,False,False,False,True,False
10.0,0.426,3.83,False,False,True,False,False,False,True,False
9.0,0.296,2.44,False,False,False,False,True,False,False,True
6.0,0.271,2.43,False,False,False,True,False,False,False,True
3.0,0.065,2.13,False,True,False,False,False,False,True,True
6.0,0.197,1.26,True,False,False,False,False,False,False,True
4.0,0.16,2.45,False,False,False,False,True,False,False,True
3.0,0.321,1.55,False,False,False,False,True,False,False,True
1.0,0.192,1.27,True,False,False,False,False,False,False,True
3.0,0.066,3.54,False,True,False,False,True,False,False,True
4.0,0.341,1.98,False,False,False,False,False,True,False,True
8.0,0.2175,2.87,False,False,False,False,False,True,False,True
9.0,0.168,1.55,False,False,False,True,True,False,False,True
3.0,0.113,3.51,False,True,False,False,False,True,False,True
6.0,0.178,1.61,False,False,False,False,False,False,True,True
10.0,0.13,5.18,False,True,False,False,False,False,False,False
5.0,0.223,1.23,True,False,False,False,False,False,True,False
6.0,0.593,4.64,False,False,True,False,False,False,False,False
4.0,0.235,1.78,False,False,False,False,True,False,False,True
10.0,0.264,2.55,False,False,False,True,False,False,True,False
6.0,0.2175,2.38,True,False,False,False,False,False,False,False
7.0,0.2175,3.71,False,True,False,False,True,False,False,False
9.0,0.182,1.38,True,False,False,False,False,False,False,True
6.0,0.246,2.51,False,False,False,False,False,False,False,True
7.0,0.059,4.94,False,True,False,False,False,False,False,False
6.0,0.396,4.24,False,False,True,False,False,False,True,False
1.0,0.2175,1.22,True,False,False,False,False,True,False,True
2.0,0.317,2.46,False,False,False,False,False,False,False,True
1.0,0.2175,1.56,False,False,False,True,False,False,False,False
6.0,0.059,2.88,False,True,False,False,False,False,True,True
10.0,0.139,1.37,True,False,False,False,False,False,False,False
10.0,0.231,1.59,True,False,False,False,False,False,True,True
9.0,0.295,3.78,False,False,True,False,True,False,False,False
7.0,0.502,4.44,False,False,True,False,False,False,False,False
2.0,0.175,2.01,False,False,False,True,False,False,False,True
6.0,0.2175,1.73,False,False,False,True,True,False,False,False
4.0,0.202,2.63,False,False,False,False,True,False,False,False
1.0,0.301,1.81,False,False,False,False,True,False,False,False
1.0,0.208,1.02,False,False,False,True,False,False,False,True
5.0,0.31,2.19,False,False,False,True,False,True,False,True
2.0,0.074,2.05,False,True,False,False,False,True,False,True
4.0,0.5,3.39,False,False,True,False,False,True,False,False
1.0,0.321,2.45,False,False,False,False,False,False,False,True
4.0,0.294,3.59,False,False,True,False,False,False,False,False
6.0,0.553,2.38,False,False,True,False,False,False,False,True
10.0,0.298,2.84,False,False,False,True,True,False,False,True
4.0,0.063,2.59,False,True,False,False,False,False,False,True
1.0,0.164,0.8,True,False,False,False,False,False,False,False
7.0,0.066,4.39,False,True,False,False,True,False,False,False
2.0,0.12,2.38,False,True,False,False,False,True,False,True
9.0,0.516,3.08,False,False,True,False,True,False,False,True
3.0,0.061,3.54,False,True,False,False,False,False,True,True
8.0,0.2175,1.85,False,False,False,False,False,False,False,False
8.0,0.535,5.61,False,False,True,False,True,False,False,False
3.0,0.335,1.77,False,False,False,False,False,False,False,False
4.0,0.177,0.95,True,False,False,False,False,False,True,False
2.0,0.583,2.94,False,False,True,False,False,False,True,False
4.0,0.18,1.43,True,False,False,False,False,False,False,True
9.0,0.388,4.74,False,False,True,False,False,False,False,True
2.0,0.362,2.2,False,False,False,True,False,True,False,False
3.0,0.099,3.1,False,True,False,False,False,False,False,False
4.0,0.268,1.46,False,False,False,True,True,False,False,True
5.0,0.174,0.96,True,False,False,False,True,False,False,True
1.0,0.135,2.82,False,True,False,False,False,True,False,True
7.0,0.541,4.11,False,False,True,False,False,False,True,True
10.0,0.09,4.53,False,True,False,False,False,False,True,False
7.0,0.2175,2.0,False,False,False,False,False,False,False,True
9.0,0.099,5.39,False,True,False,False,True,False,False,False
4.0,0.252,1.7,False,False,False,False,False,False,True,True
6.0,0.074,4.55,False,True,False,False,False,True,False,True
2.0,0.303,1.39,False,False,False,False,False,True,False,True
4.0,0.173,1.21,True,False,False,False,True,False,False,True
2.0,0.234,1.5,False,False,False,True,False,True,False,False
10.0,0.287,4.17,False,False,True,False,False,True,False,True
5.0,0.074,3.77,False,True,False,False,True,False,False,False
7.0,0.387,1.93,False,False,False,True,False,False,False,False
1.0,0.357,3.11,False,False,True,False,False,False,False,True
10.0,0.309,4.98,False,False,True,False,False,True,False,True
10.0,0.226,3.2,False,False,False,False,False,False,False,False
7.0,0.146,2.38,True,False,False,False,False,False,False,False
10.0,0.105,1.23,True,False,False,False,False,True,False,False
6.0,0.231,1.97,False,False,False,True,False,False,False,True
6.0,0.182,1.25,True,False,False,False,False,True,False,True
8.0,0.2175,3.51,False,True,False,False,False,False,True,False
8.0,0.153,1.24,True,False,False,False,True,False,False,True
6.0,0.262,1.51,False,False,False,True,True,False,False,True
6.0,0.245,0.93,True,False,False,False,False,False,False,False
5.0,0.088,2.79,False,True,False,False,False,False,False,False
6.0,0.179,1.51,False,False,False,False,False,False,False,True
5.0,0.2175,2.02,False,False,False,True,True,False,False,True
9.0,0.225,3.07,False,False,False,False,False,False,True,False
10.0,0.295,3.36,False,False,False,False,False,False,False,True
1.0,0.167,2.28,False,False,False,False,True,False,False,True
10.0,0.498,3.33,False,False,True,False,False,False,True,False
5.0,0.257,5.18,False,False,True,False,True,False,False,False
6.0,0.216,2.88,False,False,False,False,False,False,True,True
7.0,0.344,1.76,False,False,False,True,False,True,False,True
9.0,0.084,2.38,False,True,False,False,False,True,False,True
6.0,0.106,5.03,False,True,False,False,True,False,False,False
5.0,0.131,1.17,True,False,False,False,False,False,True,True
7.0,0.335,2.38,False,False,False,True,False,False,False,True
1.0,0.268,2.62,False,False,True,False,False,False,True,False
5.0,0.316,1.97,False,False,False,False,False,True,False,False
2.0,0.13,1.01,True,False,False,False,False,True,False,True
4.0,0.137,2.38,False,True,False,False,False,False,True,False
7.0,0.373,5.29,False,False,True,False,False,False,True,True
5.0,0.503,4.97,False,False,True,False,False,False,False,True
6.0,0.193,2.36,False,False,False,False,False,False,False,False
2.0,0.141,2.12,False,True,False,False,False,False,True,False
3.0,0.182,2.07,False,False,False,True,False,False,True,True
7.0,0.312,4.68,False,False,True,False,False,False,True,True
2.0,0.233,1.64,False,False,False,False,False,False,True,True
6.0,0.17,1.79,False,False,False,True,True,False,False,True
5.0,0.07,2.38,False,True,False,False,False,False,True,False
10.0,0.58,5.6,False,False,True,False,False,False,False,False
1.0,0.394,1.69,False,False,False,True,False,True,False,False
10.0,0.2175,1.68,False,False,False,True,True,False,False,True
4.0,0.381,2.63,False,False,False,True,False,False,True,False
2.0,0.441,3.78,False,False,True,False,False,True,False,True
6.0,0.344,3.76,False,False,True,False,True,False,False,False
1.0,0.205,0.96,True,False,False,False,False,True,False,False
2.0,0.116,3.83,False,True,False,False,False,False,True,False
8.0,0.347,2.03,False,False,False,False,False,False,False,True
6.0,0.216,1.42,False,False,False,True,False,False,False,False
2.0,0.201,1.17,True,False,False,False,False,False,True,False
6.0,0.2175,1.99,False,False,False,False,False,False,True,True
10.0,0.117,1.43,True,False,False,False,True,False,False,True
9.0,0.251,3.44,False,False,True,False,False,False,False,False
7.0,0.4,2.31,False,False,False,True,True,False,False,False
9.0,0.2175,2.37,False,False,False,False,False,True,False,False
5.0,0.301,1.5,False,False,False,False,False,False,True,True
7.0,0.237,1.79,False,False,False,False,False,True,False,True
7.0,0.189,3.07,False,False,False,False,True,False,False,True
3.0,0.155,2.63,False,False,False,False,False,False,False,True
7.0,0.143,1.12,True,False,False,False,False,False,True,False
1.0,0.244,1.91,False,False,False,True,True,False,False,True
9.0,0.515,4.5,False,False,True,False,True,False,False,True
10.0,0.439,5.67,False,False,True,False,True,False,False,True
6.0,0.277,3.89,False,False,True,False,True,False,False,False
5.0,0.2175,4.62,False,False,True,False,True,False,False,False
7.0,0.2175,0.9,True,False,False,False,False,False,True,True
5.0,0.091,2.99,False,True,False,False,True,False,False,True
10.0,0.383,3.09,False,False,False,True,False,False,True,False
5.0,0.267,2.54,False,False,False,False,False,False,True,False
10.0,0.13,3.44,False,True,False,False,True,False,False,False
10.0,0.086,4.75,False,True,False,False,False,False,False,False
7.0,0.177,2.29,False,False,False,True,False,False,True,False
3.0,0.321,2.13,False,False,False,False,True,False,False,False
3.0,0.3,3.03,False,False,False,False,True,False,False,False
6.0,0.192,1.19,False,False,False,True,True,False,False,True
6.0,0.278,1.37,False,False,False,True,False,False,False,True
6.0,0.421,4.95,False,False,True,False,False,False,False,True
6.0,0.264,2.04,False,False,False,False,False,True,False,True
3.0,0.145,2.47,False,True,False,False,False,False,True,True
3.0,0.187,1.1,True,False,False,False,False,True,False,True
8.0,0.181,1.65,True,False,False,False,True,False,False,False
8.0,0.163,1.38,False,False,False,True,False,False,False,False
7.0,0.2175,2.38,False,False,True,False,False,False,False,True
10.0,0.128,1.56,True,False,False,False,False,True,False,True
6.0,0.127,1.89,False,False,False,False,False,False,False,False
6.0,0.336,2.21,False,False,False,True,True,False,False,False
3.0,0.122,3.06,False,True,False,False,False,False,False,False
5.0,0.184,1.6,False,False,False,True,False,True,False,True
3.0,0.134,4.09,False,True,False,False,True,False,False,False
8.0,0.189,2.66,False,False,False,True,False,True,False,True
7.0,0.225,1.26,False,False,False,True,False,False,False,True
3.0,0.212,1.69,False,False,False,True,False,True,False,False
9.0,0.087,3.95,False,True,False,False,False,True,False,False
5.0,0.075,2.94,False,True,False,False,False,False,True,True
9.0,0.272,1.9,False,False,False,True,False,False,False,False
7.0,0.161,0.98,True,False,False,False,False,False,False,False
7.0,0.595,4.47,False,False,True,False,False,True,False,True
6.0,0.27,4.07,False,False,True,False,False,False,True,False
2.0,0.3,2.72,False,False,True,False,False,False,False,True
9.0,0.055,4.52,False,True,False,False,True,False,False,True
6.0,0.113,4.54,False,True,False,False,False,True,False,False
8.0,0.108,1.24,True,False,False,False,False,False,False,True
1.0,0.543,2.86,False,False,True,False,True,False,False,True
5.0,0.429,4.5,False,False,True,False,False,False,False,False
6.0,0.2175,1.39,False,False,False,True,True,False,False,False
10.0,0.106,3.28,False,True,False,False,False,True,False,False
8.0,0.31,4.72,False,False,True,False,False,False,False,True
